Rooms,Type,Price,Distance,Bathroom,Car,Landsize,Year,Month,Crime
3,h,745000.0,9.2,1.0,3.0,473.0,2017,2,907.0
2,u,532500.0,9.2,1.0,1.0,168.0,2017,2,907.0
3,h,750000.0,9.2,2.0,2.0,310.0,2017,2,907.0
3,h,650000.0,9.2,1.0,1.0,407.0,2017,1,907.0
2,h,1320000.0,1.6,2.0,1.0,0.0,2017,3,1589.0
2,h,1430000.0,1.6,1.0,0.0,231.0,2017,3,1589.0
3,t,1125000.0,1.6,2.0,2.0,0.0,2017,3,1589.0
3,u,950000.0,1.6,2.0,1.0,15900.0,2017,3,1589.0
2,u,910000.0,1.6,1.0,1.0,0.0,2017,3,1589.0
1,u,452000.0,1.6,1.0,1.0,816.0,2017,3,1589.0
1,u,440000.0,1.6,1.0,1.0,2773.0,2017,3,1589.0
2,h,1230000.0,1.6,2.0,1.0,0.0,2017,10,1589.0
3,h,1470000.0,1.6,2.0,0.0,150.0,2017,2,1589.0
2,h,670000.0,1.6,1.0,0.0,118.0,2017,2,1589.0
1,u,430000.0,1.6,1.0,1.0,0.0,2017,2,1589.0
2,u,515000.0,1.6,1.0,1.0,816.0,2017,2,1589.0
2,u,800000.0,1.6,1.0,1.0,0.0,2017,1,1589.0
5,h,1535000.0,13.9,3.0,2.0,681.0,2017,3,1174.0
3,h,1125000.0,13.9,2.0,2.0,819.0,2017,3,1174.0
3,h,1300000.0,13.9,1.0,2.0,657.0,2017,10,1174.0
4,t,985000.0,13.9,2.0,2.0,182.0,2017,2,1174.0
3,h,1300000.0,13.9,1.0,2.0,651.0,2017,2,1174.0
3,t,1102200.0,13.9,2.0,2.0,233.0,2017,1,1174.0
4,h,1401000.0,13.9,3.0,2.0,650.0,2017,1,1174.0
4,h,1782000.0,13.9,3.0,3.0,586.0,2017,1,1174.0
2,h,2850000.0,10.3,1.0,1.0,1777.0,2017,2,148.0
3,h,2160000.0,8.5,1.0,1.0,590.0,2017,2,587.0
4,h,3000000.0,8.5,2.0,2.0,661.0,2017,2,587.0
3,h,1500000.0,8.5,2.0,0.0,195.0,2017,2,587.0
2,u,855000.0,7.7,1.0,1.0,1966.0,2017,3,754.0
2,u,1050000.0,7.7,2.0,2.0,2381.0,2017,3,754.0
2,u,955000.0,7.7,1.0,1.0,2925.0,2017,3,754.0
2,u,680000.0,7.7,1.0,1.0,510.0,2017,3,754.0
3,h,1911000.0,7.7,1.0,2.0,327.0,2017,3,754.0
3,h,1238000.0,7.7,2.0,1.0,116.0,2017,10,754.0
2,u,640000.0,7.7,1.0,1.0,626.0,2017,10,754.0
2,u,510000.0,7.7,1.0,1.0,0.0,2017,10,754.0
1,u,369000.0,7.7,1.0,1.0,1547.0,2017,2,754.0
2,u,525500.0,7.7,1.0,1.0,0.0,2017,2,754.0
3,h,1561000.0,7.7,2.0,0.0,218.0,2017,1,754.0
1,u,390000.0,7.7,1.0,1.0,644.0,2017,1,754.0
1,u,313000.0,7.7,1.0,1.0,0.0,2017,1,754.0
2,u,630000.0,7.7,1.0,1.0,0.0,2017,1,754.0
3,h,1675000.0,7.7,1.0,1.0,345.0,2017,1,754.0
1,u,470000.0,7.7,1.0,1.0,900.0,2017,1,754.0
2,u,640000.0,7.7,1.0,0.0,0.0,2017,1,754.0
2,u,932000.0,7.7,2.0,1.0,799.0,2017,1,754.0
2,u,645000.0,7.7,1.0,1.0,0.0,2017,1,754.0
1,u,347000.0,7.7,1.0,1.0,0.0,2017,1,754.0
4,h,900000.0,8.0,2.0,1.0,288.0,2017,3,1076.0
2,u,645000.0,8.0,1.0,1.0,0.0,2017,3,1076.0
4,h,1965000.0,8.0,2.0,4.0,704.0,2017,3,1076.0
3,u,840000.0,8.0,2.0,1.0,282.0,2017,3,1076.0
2,u,702500.0,8.0,1.0,1.0,168.0,2017,3,1076.0
3,h,960000.0,8.0,1.0,2.0,549.0,2017,3,1076.0
4,h,1670000.0,8.0,2.0,1.0,291.0,2017,3,1076.0
4,h,1402000.0,8.0,2.0,1.0,554.0,2017,10,1076.0
3,h,897000.0,8.0,1.0,2.0,226.0,2017,10,1076.0
3,h,1240000.0,8.0,1.0,1.0,503.0,2017,10,1076.0
3,h,1695000.0,8.0,1.0,3.0,855.0,2017,2,1076.0
2,h,930000.0,8.0,1.0,2.0,225.0,2017,2,1076.0
4,h,1870000.0,8.0,1.0,1.0,700.0,2017,2,1076.0
2,u,395000.0,8.0,1.0,1.0,0.0,2017,2,1076.0
4,h,1726000.0,8.0,2.0,2.0,705.0,2017,2,1076.0
3,h,1050000.0,8.0,1.0,1.0,420.0,2017,2,1076.0
3,h,1470000.0,8.0,1.0,1.0,687.0,2017,2,1076.0
3,h,801500.0,8.0,1.0,1.0,175.0,2017,2,1076.0
2,u,480000.0,8.0,1.0,1.0,0.0,2017,2,1076.0
2,u,691000.0,8.0,1.0,1.0,201.0,2017,1,1076.0
2,u,370000.0,8.0,1.0,0.0,0.0,2017,1,1076.0
4,h,2355000.0,8.0,2.0,3.0,715.0,2017,1,1076.0
2,h,1255000.0,8.0,1.0,1.0,0.0,2017,1,1076.0
4,h,1560000.0,8.0,1.0,2.0,650.0,2017,1,1076.0
5,h,1360000.0,9.4,3.0,2.0,463.0,2017,2,137.0
3,h,1425000.0,9.4,2.0,2.0,10100.0,2017,1,137.0
2,u,730000.0,5.8,1.0,1.0,116.0,2017,10,386.0
3,h,1700000.0,5.8,2.0,1.0,743.0,2017,2,386.0
2,u,510000.0,5.8,1.0,1.0,1658.0,2017,2,386.0
1,u,300000.0,5.8,1.0,1.0,0.0,2017,2,386.0
2,h,1315000.0,1.6,1.0,0.0,141.0,2017,2,2163.0
1,u,420000.0,1.6,1.0,1.0,782.0,2017,1,2163.0
2,u,700000.0,3.5,2.0,2.0,4296.0,2017,3,23.0
3,h,2170000.0,3.5,2.0,1.0,177.0,2017,3,23.0
1,u,358500.0,3.5,1.0,1.0,0.0,2017,3,23.0
3,h,1000000.0,3.5,1.0,0.0,249.0,2017,3,23.0
5,h,2875000.0,3.5,2.0,3.0,818.0,2017,10,23.0
2,h,1255000.0,3.5,1.0,0.0,148.0,2017,2,23.0
3,h,1700000.0,3.5,2.0,1.0,240.0,2017,2,23.0
2,h,1290000.0,3.5,1.0,0.0,136.0,2017,2,23.0
2,t,750000.0,3.5,2.0,2.0,0.0,2017,2,23.0
3,u,674000.0,3.5,1.0,1.0,0.0,2017,2,23.0
2,u,675000.0,3.5,1.0,2.0,0.0,2017,2,23.0
4,t,1700000.0,3.5,3.0,2.0,127.0,2017,2,23.0
3,h,1600000.0,3.5,1.0,0.0,370.0,2017,1,23.0
1,u,380000.0,4.4,1.0,1.0,2077.0,2017,3,209.0
2,u,425000.0,4.4,1.0,1.0,0.0,2017,3,209.0
1,u,280000.0,4.4,1.0,1.0,0.0,2017,3,209.0
2,h,845000.0,4.4,1.0,1.0,0.0,2017,2,209.0
1,u,395000.0,4.4,1.0,1.0,818.0,2017,1,209.0
3,h,876000.0,6.4,2.0,2.0,204.0,2017,3,2263.0
1,u,227000.0,6.4,1.0,1.0,0.0,2017,3,2263.0
4,t,841000.0,6.4,2.0,2.0,250.0,2017,3,2263.0
2,u,605000.0,6.4,1.0,3.0,2794.0,2017,3,2263.0
2,u,305000.0,6.4,1.0,1.0,47.0,2017,3,2263.0
2,h,950000.0,6.4,1.0,2.0,657.0,2017,10,2263.0
3,u,674000.0,6.4,2.0,1.0,8680.0,2017,10,2263.0
3,t,820000.0,6.4,2.0,1.0,122.0,2017,2,2263.0
1,u,210000.0,6.4,1.0,1.0,0.0,2017,2,2263.0
3,h,875000.0,6.4,1.0,0.0,262.0,2017,2,2263.0
3,h,850000.0,6.4,1.0,0.0,190.0,2017,1,2263.0
2,u,315000.0,6.4,1.0,1.0,882.0,2017,1,2263.0
3,h,740000.0,6.4,1.0,1.0,211.0,2017,1,2263.0
2,u,360000.0,6.4,1.0,1.0,0.0,2017,1,2263.0
2,u,671000.0,9.2,1.0,1.0,0.0,2017,3,383.0
4,h,3110000.0,9.2,2.0,4.0,1318.0,2017,3,383.0
3,h,1780000.0,9.2,1.0,2.0,627.0,2017,3,383.0
3,h,1425000.0,9.2,2.0,2.0,217.0,2017,3,383.0
1,u,328000.0,9.2,1.0,0.0,0.0,2017,2,383.0
4,h,2016000.0,9.2,2.0,3.0,733.0,2017,2,383.0
5,h,3085000.0,9.2,3.0,3.0,778.0,2017,2,383.0
3,h,1710000.0,9.2,1.0,3.0,557.0,2017,2,383.0
3,h,1770000.0,9.2,1.0,3.0,603.0,2017,2,383.0
3,h,1765000.0,9.2,1.0,2.0,650.0,2017,2,383.0
4,h,1950000.0,9.2,2.0,2.0,775.0,2017,1,383.0
3,h,2200000.0,9.2,1.0,2.0,700.0,2017,1,383.0
3,h,1751000.0,9.2,1.0,3.0,609.0,2017,1,383.0
4,h,1857000.0,9.2,2.0,3.0,548.0,2017,1,383.0
1,u,375000.0,9.2,1.0,1.0,602.0,2017,1,383.0
2,u,720000.0,9.2,1.0,2.0,0.0,2017,1,383.0
3,h,1500000.0,9.2,1.0,3.0,401.0,2017,1,383.0
4,h,2725000.0,9.2,3.0,2.0,603.0,2017,1,383.0
5,h,850000.0,13.0,3.0,1.0,487.0,2017,3,1523.0
4,h,550000.0,13.0,2.0,1.0,683.0,2017,3,1523.0
3,h,822000.0,13.0,1.0,4.0,700.0,2017,3,1523.0
3,h,980000.0,13.0,2.0,3.0,1029.0,2017,3,1523.0
5,h,810000.0,13.0,4.0,4.0,695.0,2017,10,1523.0
3,h,577000.0,13.0,1.0,2.0,706.0,2017,2,1523.0
2,u,230000.0,13.0,1.0,1.0,1996.0,2017,2,1523.0
4,t,607000.0,13.0,3.0,2.0,0.0,2017,2,1523.0
3,h,500000.0,13.0,1.0,4.0,677.0,2017,1,1523.0
3,h,762700.0,13.0,1.0,4.0,597.0,2017,1,1523.0
2,u,465000.0,13.0,1.0,1.0,176.0,2017,1,1523.0
2,h,741250.0,13.0,1.0,1.0,668.0,2017,1,1523.0
3,h,500000.0,13.6,2.0,1.0,140.0,2017,3,68.0
3,h,810000.0,12.1,2.0,2.0,592.0,2017,3,400.0
3,h,840000.0,12.1,1.0,2.0,608.0,2017,3,400.0
4,h,918000.0,12.1,2.0,2.0,763.0,2017,10,400.0
4,h,815000.0,12.1,2.0,2.0,672.0,2017,1,400.0
2,h,715888.0,12.1,1.0,1.0,613.0,2017,1,400.0
2,u,400000.0,14.5,1.0,1.0,0.0,2017,3,360.0
2,u,472000.0,14.5,1.0,1.0,215.0,2017,1,360.0
3,h,1471000.0,14.5,2.0,2.0,732.0,2017,1,360.0
2,u,610000.0,4.6,2.0,1.0,85.0,2017,3,1236.0
2,u,575000.0,4.6,1.0,1.0,0.0,2017,3,1236.0
2,u,600000.0,4.6,1.0,1.0,0.0,2017,3,1236.0
1,u,492000.0,4.6,1.0,1.0,0.0,2017,3,1236.0
1,u,450000.0,4.6,1.0,1.0,0.0,2017,10,1236.0
3,u,630000.0,4.6,1.0,1.0,0.0,2017,2,1236.0
3,h,1560000.0,4.6,2.0,0.0,198.0,2017,2,1236.0
2,h,2265000.0,4.6,1.0,1.0,460.0,2017,2,1236.0
3,u,840000.0,4.6,2.0,2.0,0.0,2017,2,1236.0
3,h,1780000.0,4.6,3.0,2.0,88.0,2017,2,1236.0
2,u,605000.0,4.6,1.0,1.0,0.0,2017,2,1236.0
2,h,1535000.0,4.6,1.0,0.0,243.0,2017,1,1236.0
2,u,612500.0,4.6,1.0,1.0,859.0,2017,1,1236.0
3,h,2410000.0,4.6,2.0,0.0,249.0,2017,1,1236.0
2,u,690000.0,4.6,1.0,1.0,82.0,2017,1,1236.0
3,h,720000.0,10.5,1.0,0.0,505.0,2017,3,502.0
4,h,1370000.0,10.5,2.0,4.0,481.0,2017,3,502.0
2,h,757000.0,10.5,2.0,2.0,275.0,2017,3,502.0
3,t,706750.0,10.5,2.0,2.0,250.0,2017,10,502.0
2,h,1060000.0,10.5,1.0,0.0,837.0,2017,1,502.0
3,h,850000.0,10.5,1.0,1.0,590.0,2017,1,502.0
2,h,510000.0,10.5,1.0,2.0,244.0,2017,1,502.0
3,h,1100000.0,10.5,1.0,0.0,613.0,2017,1,502.0
3,h,915000.0,10.5,1.0,1.0,748.0,2017,1,502.0
3,h,830000.0,9.4,2.0,0.0,643.0,2017,3,931.0
3,h,808000.0,9.4,1.0,0.0,649.0,2017,10,931.0
3,h,652000.0,9.4,1.0,0.0,589.0,2017,10,931.0
2,h,752000.0,9.4,1.0,0.0,627.0,2017,2,931.0
2,h,777000.0,9.4,1.0,0.0,649.0,2017,2,931.0
2,h,680000.0,9.4,1.0,1.0,591.0,2017,2,931.0
3,h,722000.0,9.4,1.0,2.0,593.0,2017,1,931.0
2,h,715000.0,9.4,1.0,3.0,609.0,2017,1,931.0
3,u,855000.0,13.0,1.0,2.0,0.0,2017,3,280.0
4,h,2265000.0,7.9,2.0,2.0,925.0,2017,3,802.0
3,h,1680000.0,7.9,2.0,2.0,665.0,2017,3,802.0
2,u,440000.0,7.9,1.0,0.0,0.0,2017,3,802.0
4,h,2350000.0,7.9,2.0,2.0,638.0,2017,3,802.0
3,t,962000.0,7.9,2.0,1.0,108.0,2017,3,802.0
3,h,1220000.0,7.9,1.0,1.0,687.0,2017,10,802.0
3,h,1850000.0,7.9,2.0,2.0,684.0,2017,2,802.0
2,h,1910000.0,7.9,1.0,2.0,760.0,2017,2,802.0
4,h,2090000.0,7.9,3.0,2.0,608.0,2017,1,802.0
4,h,1758000.0,7.9,2.0,2.0,650.0,2017,1,802.0
3,h,935000.0,12.8,1.0,2.0,662.0,2017,3,73.0
3,h,700000.0,12.8,2.0,2.0,288.0,2017,3,73.0
3,h,675000.0,12.8,2.0,1.0,549.0,2017,3,73.0
4,h,816000.0,12.8,2.0,1.0,540.0,2017,3,73.0
3,h,695000.0,12.8,1.0,1.0,564.0,2017,10,73.0
3,h,915000.0,12.8,1.0,2.0,610.0,2017,10,73.0
3,t,680000.0,12.8,2.0,2.0,224.0,2017,2,73.0
3,h,1470000.0,4.2,1.0,1.0,199.0,2017,3,750.0
2,u,630000.0,4.2,2.0,1.0,0.0,2017,3,750.0
3,t,845000.0,4.2,2.0,1.0,132.0,2017,3,750.0
2,u,515000.0,4.2,1.0,1.0,3957.0,2017,10,750.0
3,u,570000.0,4.2,1.0,2.0,0.0,2017,10,750.0
1,u,445000.0,4.2,1.0,0.0,0.0,2017,2,750.0
3,h,1335000.0,4.2,1.0,3.0,459.0,2017,1,750.0
2,h,868000.0,4.2,1.0,1.0,97.0,2017,1,750.0
3,h,1528500.0,5.6,1.0,1.0,375.0,2017,3,1081.0
2,u,630000.0,5.6,1.0,2.0,91.0,2017,3,1081.0
4,h,1690000.0,5.6,3.0,1.0,358.0,2017,3,1081.0
2,u,610000.0,5.6,1.0,1.0,745.0,2017,3,1081.0
3,h,1490000.0,5.6,2.0,2.0,597.0,2017,3,1081.0
3,h,1668000.0,5.6,2.0,2.0,289.0,2017,10,1081.0
4,h,2315000.0,5.6,2.0,0.0,364.0,2017,10,1081.0
3,h,1476000.0,5.6,2.0,2.0,288.0,2017,2,1081.0
4,h,2590000.0,5.6,2.0,2.0,660.0,2017,2,1081.0
4,h,2625000.0,5.6,2.0,2.0,717.0,2017,2,1081.0
4,h,2265000.0,5.6,1.0,1.0,650.0,2017,2,1081.0
4,h,2850000.0,5.6,2.0,4.0,690.0,2017,1,1081.0
5,h,2425000.0,5.6,2.0,2.0,534.0,2017,1,1081.0
2,u,610000.0,5.6,1.0,1.0,745.0,2017,1,1081.0
3,u,955000.0,5.6,2.0,2.0,140.0,2017,1,1081.0
3,h,1750000.0,7.5,1.0,3.0,650.0,2017,3,210.0
5,h,3028000.0,7.5,5.0,4.0,696.0,2017,2,210.0
3,t,1620000.0,7.5,2.0,2.0,248.0,2017,1,210.0
3,t,695000.0,9.2,2.0,1.0,156.0,2017,3,506.0
3,h,880000.0,9.2,1.0,1.0,586.0,2017,3,506.0
2,u,335000.0,9.2,1.0,1.0,0.0,2017,10,506.0
2,u,352500.0,9.2,1.0,1.0,15100.0,2017,2,506.0
3,h,740000.0,9.2,1.0,2.0,333.0,2017,1,506.0
2,h,770000.0,9.2,1.0,1.0,329.0,2017,1,506.0
2,u,570500.0,7.4,1.0,2.0,0.0,2017,3,514.0
2,u,1350000.0,7.4,2.0,2.0,0.0,2017,3,514.0
3,h,3010000.0,7.4,3.0,4.0,283.0,2017,2,514.0
4,h,1965000.0,7.4,2.0,1.0,300.0,2017,1,514.0
3,h,2325000.0,7.4,2.0,2.0,347.0,2017,1,514.0
4,h,3470000.0,7.4,3.0,2.0,585.0,2017,1,514.0
2,u,740000.0,7.4,1.0,1.0,0.0,2017,1,514.0
5,h,2325000.0,7.4,3.0,2.0,501.0,2017,1,514.0
4,h,1215000.0,11.2,2.0,2.0,207.0,2017,3,1643.0
2,u,447000.0,11.2,1.0,1.0,0.0,2017,3,1643.0
4,h,2200000.0,11.2,2.0,2.0,541.0,2017,3,1643.0
4,h,2200000.0,11.2,3.0,2.0,567.0,2017,3,1643.0
2,u,790000.0,11.2,1.0,2.0,196.0,2017,3,1643.0
4,h,2250000.0,11.2,1.0,2.0,720.0,2017,3,1643.0
4,t,1240000.0,11.2,2.0,2.0,310.0,2017,2,1643.0
3,t,1120000.0,11.2,2.0,2.0,181.0,2017,2,1643.0
3,h,1625000.0,11.2,2.0,1.0,87.0,2017,2,1643.0
3,h,1500000.0,11.2,1.0,2.0,888.0,2017,2,1643.0
2,h,2412000.0,11.2,1.0,4.0,1220.0,2017,1,1643.0
4,t,2560000.0,11.2,3.0,2.0,427.0,2017,1,1643.0
3,h,960000.0,11.2,2.0,1.0,310.0,2017,1,1643.0
3,t,1011000.0,8.7,2.0,2.0,225.0,2017,10,1100.0
2,t,429000.0,8.7,1.0,1.0,83.0,2017,2,1100.0
2,u,495000.0,8.7,2.0,2.0,37000.0,2017,2,1100.0
3,t,820000.0,8.7,2.0,2.0,275.0,2017,2,1100.0
3,h,456000.0,8.7,2.0,2.0,4977.0,2017,2,1100.0
4,h,1180000.0,8.7,3.0,2.0,688.0,2017,1,1100.0
4,h,1117000.0,8.7,3.0,2.0,325.0,2017,1,1100.0
2,u,420000.0,8.7,1.0,1.0,0.0,2017,1,1100.0
5,t,1000000.0,8.7,3.0,2.0,98.0,2017,1,1100.0
2,u,1160500.0,2.8,2.0,1.0,4230.0,2017,3,15162.0
2,u,470000.0,2.8,1.0,2.0,0.0,2017,2,15162.0
2,u,650000.0,2.8,1.0,1.0,0.0,2017,2,15162.0
2,u,483000.0,2.8,1.0,1.0,0.0,2017,2,15162.0
3,h,1630000.0,2.8,2.0,0.0,95.0,2017,1,15162.0
3,h,2956000.0,4.1,2.0,0.0,300.0,2017,3,234.0
2,h,1920000.0,4.1,1.0,0.0,152.0,2017,1,234.0
4,h,2335000.0,11.8,2.0,2.0,813.0,2017,2,3.0
4,h,3900000.0,11.8,2.0,6.0,2187.0,2017,1,3.0
4,h,1780000.0,6.9,3.0,2.0,615.0,2017,3,1183.0
6,h,2150000.0,6.9,3.0,2.0,912.0,2017,3,1183.0
5,h,1730000.0,6.9,1.0,1.0,584.0,2017,3,1183.0
3,h,1440000.0,6.9,2.0,1.0,287.0,2017,3,1183.0
4,h,1225000.0,6.9,1.0,1.0,388.0,2017,3,1183.0
2,h,860000.0,6.9,1.0,1.0,301.0,2017,10,1183.0
3,h,1260000.0,6.9,2.0,1.0,253.0,2017,10,1183.0
5,t,980000.0,6.9,2.0,2.0,207.0,2017,2,1183.0
2,h,1055000.0,6.9,1.0,1.0,292.0,2017,2,1183.0
2,u,440000.0,6.9,1.0,1.0,0.0,2017,2,1183.0
3,h,1435000.0,6.9,1.0,3.0,633.0,2017,2,1183.0
4,h,1275000.0,6.9,2.0,1.0,627.0,2017,2,1183.0
4,h,1505000.0,6.9,2.0,2.0,441.0,2017,1,1183.0
3,h,980000.0,14.6,1.0,2.0,623.0,2017,3,781.0
3,h,1110000.0,14.6,1.0,4.0,690.0,2017,3,781.0
4,h,1016000.0,14.6,3.0,2.0,272.0,2017,10,781.0
4,h,1070000.0,14.6,2.0,1.0,603.0,2017,2,781.0
2,h,800000.0,8.4,1.0,1.0,244.0,2017,3,615.0
3,h,785000.0,8.4,2.0,2.0,0.0,2017,3,615.0
2,h,910000.0,8.4,1.0,1.0,264.0,2017,10,615.0
4,h,1115000.0,8.4,1.0,1.0,0.0,2017,2,615.0
3,h,1675000.0,8.4,2.0,2.0,575.0,2017,2,615.0
2,h,890000.0,8.4,1.0,0.0,168.0,2017,1,615.0
3,h,1199000.0,8.4,1.0,3.0,506.0,2017,1,615.0
3,h,1100000.0,8.4,2.0,1.0,293.0,2017,1,615.0
5,h,2015000.0,8.4,2.0,4.0,1017.0,2017,1,615.0
3,h,1235000.0,11.2,2.0,1.0,0.0,2017,3,212.0
3,h,991000.0,11.2,1.0,1.0,716.0,2017,10,212.0
3,h,1065000.0,11.2,1.0,2.0,653.0,2017,2,212.0
3,h,1020000.0,11.2,1.0,1.0,650.0,2017,1,212.0
2,u,726000.0,2.3,1.0,1.0,0.0,2017,3,1323.0
3,h,1340000.0,2.3,1.0,0.0,83.0,2017,3,1323.0
2,t,1105000.0,2.3,2.0,1.0,88.0,2017,3,1323.0
2,t,841000.0,2.3,1.0,1.0,215.0,2017,3,1323.0
3,t,1300000.0,2.3,2.0,2.0,67.0,2017,10,1323.0
2,u,560000.0,2.3,1.0,1.0,2300.0,2017,1,1323.0
3,h,1310000.0,5.5,2.0,1.0,267.0,2017,3,1673.0
2,h,1035000.0,5.5,1.0,0.0,140.0,2017,3,1673.0
3,h,1980000.0,5.5,2.0,4.0,613.0,2017,3,1673.0
2,u,592000.0,5.5,1.0,2.0,0.0,2017,3,1673.0
3,h,1335000.0,5.5,1.0,3.0,520.0,2017,3,1673.0
3,h,1300000.0,5.5,2.0,1.0,379.0,2017,10,1673.0
2,h,1255000.0,5.5,1.0,2.0,314.0,2017,2,1673.0
2,u,665000.0,5.5,1.0,1.0,120.0,2017,2,1673.0
2,h,1085000.0,5.5,2.0,1.0,152.0,2017,2,1673.0
3,h,2315000.0,5.5,1.0,2.0,899.0,2017,2,1673.0
2,u,692000.0,5.5,1.0,1.0,0.0,2017,1,1673.0
3,t,980000.0,5.5,2.0,2.0,195.0,2017,1,1673.0
4,h,1350000.0,11.5,2.0,2.0,590.0,2017,3,283.0
3,t,770000.0,11.5,2.0,2.0,272.0,2017,10,283.0
2,t,585500.0,11.5,1.0,1.0,161.0,2017,2,283.0
3,h,875000.0,14.7,2.0,1.0,258.0,2017,3,146.0
5,h,900000.0,14.7,2.0,2.0,558.0,2017,10,146.0
3,h,782000.0,14.7,2.0,2.0,0.0,2017,10,146.0
3,h,921000.0,14.7,1.0,2.0,535.0,2017,2,146.0
6,h,1900000.0,14.7,2.0,6.0,1200.0,2017,2,146.0
3,h,1067000.0,14.7,1.0,2.0,648.0,2017,1,146.0
4,h,1310000.0,14.7,2.0,4.0,993.0,2017,1,146.0
3,h,800000.0,14.7,2.0,2.0,0.0,2017,1,146.0
1,u,395000.0,2.6,1.0,1.0,2469.0,2017,10,626.0
1,u,526000.0,2.6,1.0,1.0,2488.0,2017,1,626.0
3,h,780000.0,9.9,1.0,1.0,446.0,2017,3,845.0
3,u,600000.0,9.9,1.0,1.0,204.0,2017,3,845.0
3,h,1465000.0,9.9,1.0,2.0,956.0,2017,3,845.0
4,h,955000.0,9.9,2.0,2.0,686.0,2017,3,845.0
3,h,767000.0,9.9,1.0,1.0,505.0,2017,3,845.0
4,h,1196000.0,9.9,2.0,2.0,559.0,2017,3,845.0
3,h,810000.0,9.9,1.0,1.0,470.0,2017,10,845.0
2,h,920000.0,9.9,1.0,2.0,650.0,2017,10,845.0
3,h,750000.0,9.9,2.0,2.0,540.0,2017,2,845.0
4,h,822000.0,9.9,2.0,2.0,250.0,2017,2,845.0
3,h,983000.0,9.9,1.0,2.0,650.0,2017,2,845.0
3,h,600000.0,9.9,1.0,3.0,490.0,2017,2,845.0
3,h,960000.0,9.9,1.0,2.0,641.0,2017,1,845.0
4,h,985000.0,9.9,2.0,2.0,511.0,2017,1,845.0
4,h,820000.0,9.9,1.0,1.0,420.0,2017,1,845.0
3,h,670000.0,9.9,1.0,1.0,596.0,2017,1,845.0
2,u,1250000.0,3.8,2.0,2.0,0.0,2017,3,149.0
2,u,575000.0,3.8,2.0,1.0,0.0,2017,3,149.0
4,h,1915000.0,3.8,3.0,1.0,323.0,2017,3,149.0
3,h,1630000.0,3.8,2.0,2.0,135.0,2017,3,149.0
3,h,1515000.0,3.8,2.0,0.0,211.0,2017,2,149.0
2,h,1155000.0,3.8,1.0,0.0,112.0,2017,2,149.0
2,h,1150000.0,3.8,1.0,0.0,82.0,2017,2,149.0
2,h,1400000.0,3.8,1.0,1.0,168.0,2017,1,149.0
3,h,1520000.0,3.8,2.0,1.0,0.0,2017,1,149.0
3,h,1655000.0,3.8,1.0,1.0,220.0,2017,1,149.0
1,u,600000.0,3.8,1.0,1.0,6866.0,2017,1,149.0
1,u,492000.0,4.5,1.0,1.0,1768.0,2017,3,1976.0
1,u,500500.0,4.5,1.0,1.0,0.0,2017,3,1976.0
3,h,1240000.0,4.5,1.0,0.0,223.0,2017,3,1976.0
2,h,1460000.0,4.5,1.0,2.0,227.0,2017,2,1976.0
2,u,841000.0,4.5,2.0,1.0,0.0,2017,2,1976.0
2,u,570000.0,4.5,1.0,1.0,0.0,2017,2,1976.0
2,u,480000.0,4.5,1.0,2.0,0.0,2017,2,1976.0
2,h,1310000.0,4.5,1.0,1.0,162.0,2017,2,1976.0
3,h,1530000.0,4.5,1.0,0.0,231.0,2017,2,1976.0
2,u,560000.0,4.5,1.0,1.0,0.0,2017,2,1976.0
3,h,1720000.0,4.5,2.0,2.0,183.0,2017,1,1976.0
3,h,1050000.0,4.5,2.0,1.0,8216.0,2017,1,1976.0
2,h,1582000.0,4.5,1.0,0.0,214.0,2017,1,1976.0
2,h,835000.0,8.8,1.0,1.0,490.0,2017,3,4271.0
3,h,637000.0,8.8,1.0,2.0,327.0,2017,3,4271.0
3,h,1265000.0,8.8,2.0,1.0,465.0,2017,3,4271.0
3,h,1100000.0,8.8,2.0,3.0,490.0,2017,3,4271.0
4,h,1082000.0,8.8,2.0,3.0,534.0,2017,3,4271.0
2,t,715000.0,8.8,1.0,1.0,132.0,2017,3,4271.0
5,h,630000.0,8.8,5.0,3.0,199.0,2017,3,4271.0
2,h,837000.0,8.8,1.0,3.0,581.0,2017,3,4271.0
3,h,990000.0,8.8,2.0,2.0,475.0,2017,10,4271.0
2,u,512000.0,8.8,1.0,1.0,145.0,2017,10,4271.0
4,h,1400000.0,8.8,2.0,2.0,559.0,2017,2,4271.0
2,t,660000.0,8.8,1.0,1.0,113.0,2017,2,4271.0
2,u,436000.0,8.8,1.0,1.0,0.0,2017,2,4271.0
2,h,876000.0,8.8,1.0,2.0,479.0,2017,2,4271.0
2,h,910000.0,8.8,2.0,1.0,352.0,2017,2,4271.0
3,h,1000000.0,8.8,2.0,2.0,227.0,2017,2,4271.0
3,h,800000.0,8.8,1.0,2.0,516.0,2017,2,4271.0
3,h,928000.0,8.8,2.0,1.0,0.0,2017,2,4271.0
3,h,1070000.0,8.8,1.0,2.0,585.0,2017,2,4271.0
2,h,900000.0,8.8,1.0,1.0,529.0,2017,1,4271.0
2,u,425000.0,8.8,2.0,1.0,1485.0,2017,1,4271.0
2,u,515000.0,8.8,1.0,1.0,187.0,2017,1,4271.0
3,h,1040000.0,8.8,1.0,2.0,399.0,2017,1,4271.0
2,h,520000.0,8.8,1.0,2.0,178.0,2017,1,4271.0
